id,unit_id,unit_name,seq,text,legal_source,article
d0546,u093,学校教育班,6,教職員の資格及び免許状,kyoiku,教委規則
d0547,u093,学校教育班,7,教職員の研修,kyoiku,教委規則
d0548,u093,学校教育班,8,研究指定校,kyoiku,教委規則
d0549,u093,学校教育班,9,学校同和教育,kyoiku,教委規則
d0550,u093,学校教育班,10,学級編成,kyoiku,教委規則
d0551,u093,学校教育班,11,学校教育の指導,kyoiku,教委規則
d0552,u093,学校教育班,12,その他学校教育,kyoiku,教委規則
d0553,u093,学校教育班,13,予算編成及び経理,kyoiku,教委規則
d0554,u093,学校教育班,14,その他財務,kyoiku,教委規則
d0555,u093,学校教育班,15,教職員並びに幼児、児童及び生徒の保健及び衛生,kyoiku,教委規則
d0556,u093,学校教育班,16,園児、児童及び生徒並びに職員の健康診断,kyoiku,教委規則
d0557,u093,学校教育班,17,学校医,kyoiku,教委規則
d0558,u093,学校教育班,18,学校環境の衛生及び安全管理,kyoiku,教委規則
d0559,u093,学校教育班,19,独立行政法人日本スポーツ振興センター,kyoiku,教委規則
d0560,u093,学校教育班,20,学校給食(施設整備を除く),kyoiku,教委規則
d0561,u093,学校教育班,21,学齢簿,kyoiku,教委規則
d0562,u093,学校教育班,22,就学、就学猶予並びに児童及び生徒の転入及び転出,kyoiku,教委規則
d0563,u095,生涯学習班,1,生涯学習及び社会教育の総合企画及び振興,kyoiku,教委規則
d0564,u095,生涯学習班,2,社会教育委員会,kyoiku,教委規則
d0565,u095,生涯学習班,3,生涯教育及び社会教育,kyoiku,教委規則
d0566,u095,生涯学習班,4,生涯学習関係団体等の指導育成,kyoiku,教委規則
d0567,u095,生涯学習班,5,人権教育,kyoiku,教委規則
d0568,u095,生涯学習班,6,成人教育及び女性教育並びに家庭教育,kyoiku,教委規則
d0569,u095,生涯学習班,7,視聴覚教育,kyoiku,教委規則
d0570,u095,生涯学習班,8,公民館,kyoiku,教委規則
d0571,u095,生涯学習班,9,図書館,kyoiku,教委規則
d0572,u095,生涯学習班,10,社会教育課に属する財産,kyoiku,教委規則
d0573,u095,生涯学習班,11,予算編成及び経理,kyoiku,教委規則
d0574,u095,生涯学習班,12,課の庶務,kyoiku,教委規則
d0575,u095,生涯学習班,13,市民スポーツの普及奨励及びその企画,kyoiku,教委規則
d0576,u095,生涯学習班,14,体育及びレクリエーション団体等の指導育成,kyoiku,教委規則
d0577,u095,生涯学習班,15,社会体育施設の管理運営及び使用料の収納,kyoiku,教委規則
d0578,u095,生涯学習班,16,学校体育施設開放事業,kyoiku,教委規則
d0579,u095,生涯学習班,17,スポーツ推進委員,kyoiku,教委規則
d0580,u095,生涯学習班,18,体育協会,kyoiku,教委規則
d0581,u095,生涯学習班,19,その他社会体育,kyoiku,教委規則
d0582,u095,生涯学習班,20,青少年教育の総合的な企画及び調整指導,kyoiku,教委規則
d0583,u095,生涯学習班,21,青少年関係団体の指導育成,kyoiku,教委規則
d0584,u095,生涯学習班,22,青少年健全育成,kyoiku,教委規則
d0585,u095,生涯学習班,23,その他青少年教育,kyoiku,教委規則
d0586,u095,生涯学習班,24,芸術文化及び芸能等文化の企画及び振興,kyoiku,教委規則
d0587,u095,生涯学習班,25,文化及び芸能等関係団体の指導育成,kyoiku,教委規則
d0588,u095,生涯学習班,26,芸術文化施設の管理運営,kyoiku,教委規則
d0589,u095,生涯学習班,27,その他芸術文化振興,kyoiku,教委規則
d0590,u096,文化財班,1,文化財保護審議会,kyoiku,教委規則
d0591,u096,文化財班,2,文化財保護顕彰,kyoiku,教委規則
d0592,u096,文化財班,3,埋蔵文化財の調査事業,kyoiku,教委規則
d0593,u096,文化財班,4,文化財団体の指導育成,kyoiku,教委規則
d0594,u096,文化財班,5,文化財関係施設の管理運営,kyoiku,教委規則
d0595,u096,文化財班,6,文化財に属する財産の管理等,kyoiku,教委規則
d0596,u096,文化財班,7,予算編成及び経理,kyoiku,教委規則
d0597,u096,文化財班,8,その他文化財,kyoiku,教委規則
